"","LS_K2","LS_K4","LS_K5","LS_K7","NL_K1","NL_K3","NL_K6","Normal_410","Normal_N19","Normal_N1","Normal_N20","Normal_N2","Normal_N3"
"ENSG00000223479",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233674",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000153898",73,147,131,138,57,148,116,58,67,32,121,54,36
"ENSG00000117069",50,26,54,54,43,96,67,65,37,37,43,45,49
"ENSG00000125703",125,221,296,212,147,282,188,176,271,111,179,112,166
"ENSG00000285041",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000285808",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229440",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234144",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213540",0,0,0,0,0,0,0,1,1,0,0,0,2
"ENSG00000277670",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227466",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154007",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230498",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285782",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000162618",632,742,1057,1141,239,446,620,455,626,634,493,496,523
"ENSG00000224493",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131233",1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000272371",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287647",5,0,0,0,1,0,0,0,3,0,1,3,0
"ENSG00000229225",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230863",0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000287224",0,3,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225598",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000286455",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225087",0,0,0,0,1,1,0,0,0,1,1,0,0
"ENSG00000280378",0,3,12,12,5,31,14,7,12,9,23,17,21
"ENSG00000188786",388,364,655,697,475,629,671,782,748,532,735,566,765
"ENSG00000230053",1,0,0,0,4,0,0,0,1,0,0,1,0
"ENSG00000137941",39,65,151,76,73,193,71,60,47,52,93,101,60
"ENSG00000224326",0,0,0,0,0,1,1,0,0,0,0,0,0
"ENSG00000286548",3,2,0,4,2,11,0,2,1,1,5,0,0
"ENSG00000066135",1094,1048,1148,1176,901,1317,1216,1049,1185,1002,1281,1093,1129
"ENSG00000230027",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000233061",0,0,0,0,0,0,4,0,1,0,0,1,6
"ENSG00000272094",0,0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000228853",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215874",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232453",29,27,33,27,19,14,18,19,18,32,19,16,15
"ENSG00000260386",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000284895",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117174",385,526,748,873,344,771,741,621,681,371,686,526,533
"ENSG00000237413",3,0,1,6,1,0,0,4,0,0,1,2,0
"ENSG00000184313",12,76,6,16,11,53,33,10,27,5,43,29,10
"ENSG00000284645",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225605",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225446",0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000288543",2,0,1,1,0,3,3,0,1,1,1,0,0
"ENSG00000122420",202,216,717,344,391,517,264,551,746,749,584,572,1090
"ENSG00000284240",3,1,1,0,0,1,4,2,1,0,3,0,0
"ENSG00000236290",2,0,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000143013",1850,1535,1928,1772,2098,2786,2304,2827,2368,2344,2463,2217,1825
"ENSG00000226084",3,4,2,7,2,1,1,3,0,2,4,2,4
"ENSG00000134748",560,936,829,977,604,1327,1152,1035,1188,489,1119,794,887
"ENSG00000142892",449,379,867,784,366,569,489,621,572,496,511,508,576
"ENSG00000219102",0,1,0,4,1,4,1,0,4,0,2,3,0
"ENSG00000184005",59,38,68,47,39,58,57,35,41,26,51,39,32
"ENSG00000230953",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000287743",4,3,2,4,5,4,1,3,1,6,1,2,13
"ENSG00000229332",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227937",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229752",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000237505",1,1,2,3,1,3,3,19,1,1,0,4,0
"ENSG00000285462",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233216",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000197273",0,0,0,0,0,0,0,0,0,1,0,2,0
"ENSG00000226804",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230728",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232846",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000230787",4,2,9,3,0,2,9,2,5,3,3,3,2
"ENSG00000116641",636,595,1163,1034,456,904,763,780,669,505,783,610,498
"ENSG00000223920",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237453",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172260",139,253,233,245,303,378,286,461,579,531,604,537,785
"ENSG00000285473",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237959",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231364",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234578",0,0,0,0,0,1,1,0,0,2,3,0,0
"ENSG00000117480",431,795,364,506,649,1166,891,553,689,653,533,829,760
"ENSG00000137944",467,716,565,733,515,993,738,793,810,506,876,627,602
"ENSG00000229505",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000228187",0,0,2,0,1,0,0,0,0,1,0,0,1
"ENSG00000285201",0,2,0,0,1,13,3,7,0,2,3,5,0
"ENSG00000182183",4,14,9,7,5,1,1,2,7,9,6,6,0
"ENSG00000236407",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271949",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227062",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067334",398,950,600,723,350,1325,1051,874,861,182,987,676,778
"ENSG00000235011",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235673",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226938",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213559",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287587",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000142949",6323,6348,8008,12023,11770,19248,17803,27572,20531,19209,13449,20473,23305
"ENSG00000116133",8897,9118,10503,20940,19992,29071,37644,48388,36818,24732,20439,25970,31173
"ENSG00000232882",0,0,0,1,0,0,1,0,0,0,1,0,0
"ENSG00000171502",90,74,411,102,8,36,23,34,27,22,57,21,46
"ENSG00000162399",1,0,1,3,1,1,7,2,2,1,3,4,0
"ENSG00000116157",875,1655,1698,1500,130,341,183,261,159,366,298,245,318
"ENSG00000143036",78,133,219,220,196,306,425,609,248,228,314,289,224
"ENSG00000232672",0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000230817",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000065243",292,377,749,655,288,1016,936,779,788,365,872,484,526
"ENSG00000226759",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226960",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234080",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000237899",0,1,4,0,1,1,6,0,2,2,6,2,4
"ENSG00000223905",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227290",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229486",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282898",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285409",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231090",2,4,0,0,0,2,0,6,1,1,1,4,0
"ENSG00000117528",876,881,1218,1587,999,2368,2107,2105,2110,939,1785,1299,1586
"ENSG00000271723",0,0,0,1,0,4,0,0,1,0,5,0,0
"ENSG00000172339",286,316,281,311,301,387,284,371,221,406,351,344,227
"ENSG00000036549",587,559,890,940,413,993,958,784,893,492,1009,630,732
"ENSG00000287724",1,2,4,4,3,6,10,1,5,4,5,15,5
"ENSG00000058799",751,917,760,835,816,925,934,748,950,802,831,879,721
"ENSG00000225191",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287870",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235563",17,41,8,6,3,11,2,9,12,9,10,12,10
"ENSG00000232048",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232857",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273637",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203985",0,2,0,2,3,7,4,4,2,6,1,1,0
"ENSG00000228838",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000283761",0,0,3,9,1,1,3,8,2,0,4,4,7
"ENSG00000189433",766,508,480,905,2054,1735,2181,2180,2750,2040,998,1699,1980
"ENSG00000230759",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231866",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000179178",139,164,104,134,535,534,560,607,741,722,317,568,771
"ENSG00000142700",0,1,0,0,0,0,0,0,0,1,1,0,0
"ENSG00000285525",1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000236098",0,0,2,1,0,6,1,6,9,3,0,1,6
"ENSG00000233514",2,0,3,0,1,0,0,2,0,1,0,0,1
"ENSG00000127124",452,760,526,863,644,1701,1267,949,750,623,642,1295,843
"ENSG00000266993",3,3,4,2,5,12,5,5,4,1,12,4,4
"ENSG00000223675",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000162604",300,387,393,393,403,621,513,556,517,543,484,495,366
"ENSG00000229316",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116171",1802,1784,2607,3135,2421,4164,3841,4912,4322,3433,3422,3759,3476
"ENSG00000287406",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225767",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234099",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137936",337,492,378,482,515,1050,725,935,789,619,686,763,790
"ENSG00000235308",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232752",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143032",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226745",3,0,1,0,0,1,0,0,0,1,0,0,0
"ENSG00000178028",1149,1480,975,1195,753,1546,1524,908,1291,1418,1520,1707,1476
"ENSG00000280040",1,1,3,5,1,0,1,4,2,3,3,2,0
"ENSG00000168710",1990,2029,2793,2970,1747,3750,3202,3375,2765,2944,3267,2852,2842
"ENSG00000117519",4256,3420,6872,6305,1530,3301,2766,2079,2329,2832,3094,2619,2001
"ENSG00000270507",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238037",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215869",0,0,0,0,1,0,0,0,0,0,0,3,0
"ENSG00000134215",1404,1642,1484,3170,1501,4483,3649,3263,3197,1887,3631,2837,2407
"ENSG00000227935",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228502",159,10,5,13,172,4,8,16,7,10,18,4,2
"ENSG00000236268",1,1,1,2,1,2,3,2,0,3,2,2,6
"ENSG00000271277",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236888",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279778",1,0,7,6,0,1,3,8,0,1,0,3,4
"ENSG00000230955",1,1,2,0,0,2,1,0,0,0,4,4,0
"ENSG00000230828",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188641",270,285,648,648,182,452,368,424,326,257,337,309,410
"ENSG00000152078",4,28,33,7,43,679,194,391,53,115,203,76,39
"ENSG00000237279",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237954",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185668",1662,1646,834,1190,2168,1920,2211,4860,2171,3386,1389,4318,2918
"ENSG00000171492",237,256,358,356,315,531,379,461,406,295,458,453,355
"ENSG00000233129",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170989",528,584,1049,1008,394,686,892,970,674,1185,559,959,833
"ENSG00000258634",421,427,452,592,416,964,838,613,796,566,698,662,710
"ENSG00000233557",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237897",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116299",67,57,339,61,882,1051,1718,2654,923,1665,365,1350,603
"ENSG00000137962",1014,870,1174,1636,692,1966,1677,1761,2576,1136,1641,1062,1586
"ENSG00000227832",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286692",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260464",2,4,7,10,2,7,9,4,14,8,9,4,11
"ENSG00000237435",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273204",3,7,3,3,18,8,8,5,19,5,7,11,0
"ENSG00000079739",1845,2097,2559,2785,1626,2598,2031,2495,1733,2930,1671,2034,1655
"ENSG00000117154",42,42,49,42,42,63,72,42,40,206,37,82,40
"ENSG00000162377",367,317,418,436,226,507,452,425,419,312,454,406,294
"ENSG00000224613",0,0,2,0,1,0,0,1,0,1,0,1,0
"ENSG00000215871",1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000287372",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232542",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000116774",10546,9277,16069,13154,2844,2373,1980,5277,4939,7418,3140,5704,9182
"ENSG00000287756",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284652",12,21,5,3,6,10,18,10,5,23,18,22,29
"ENSG00000023909",98,103,193,188,95,358,210,245,161,228,348,173,173
"ENSG00000069702",1344,959,1074,1412,1989,1724,1816,2572,2385,2830,2650,2397,2598
"ENSG00000232185",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230489",0,0,0,1,3,1,2,0,1,1,0,3,0
"ENSG00000228399",0,2,2,1,1,1,1,1,0,2,1,4,0
"ENSG00000236776",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224685",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000287076",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237480",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000271252",0,0,4,1,0,2,1,0,1,0,0,3,6
"ENSG00000230427",0,0,0,0,0,0,1,0,0,0,0,3,0
"ENSG00000235794",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286758",0,0,0,1,0,1,0,1,0,0,1,0,0
"ENSG00000237337",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233983",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000198198",1773,1756,2175,2703,1482,3569,3144,2397,3147,2731,2423,2577,3415
"ENSG00000225183",0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000230402",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116793",180,248,393,257,62,130,95,85,106,66,154,72,71
"ENSG00000238122",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260879",1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000283354",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232918",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236360",0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000183298",2,2,1,2,1,1,0,8,1,1,2,4,3
"ENSG00000234332",0,1,0,4,1,1,3,0,0,1,0,0,0
"ENSG00000117525",557,615,734,895,1621,1503,3286,3280,3581,1760,1844,2326,2189
"ENSG00000225079",2,0,8,0,1,2,1,1,1,3,0,0,0
"ENSG00000226483",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224238",5,7,16,8,12,9,8,13,4,18,22,12,14
"ENSG00000229537",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000162699",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162692",740,417,1106,997,169,253,266,363,314,314,354,259,149
"ENSG00000203914",2,1,2,0,1,1,2,0,1,0,2,1,0
"ENSG00000270457",0,2,6,3,0,2,0,1,4,0,2,0,0
"ENSG00000203858",1,2,0,0,0,40,39,117,3,7,12,12,0
"ENSG00000231987",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000228057",3,2,1,2,0,1,0,0,0,1,2,1,1
"ENSG00000261593",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224445",0,2,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000229842",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229201",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181656",2,3,7,6,0,5,0,0,0,1,4,1,0
"ENSG00000122481",47,71,78,57,31,105,88,38,53,33,64,25,34
"ENSG00000198162",697,766,1112,1179,657,1178,1141,1051,1074,876,1209,921,864
"ENSG00000238198",4,7,11,12,3,16,10,11,5,11,15,15,0
"ENSG00000171517",75,90,107,182,138,309,249,225,271,159,272,227,216
"ENSG00000228852",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203864",0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000233482",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230250",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232878",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143079",783,703,1119,1262,660,1531,1280,1444,1261,951,1267,1138,1171
"ENSG00000232450",3,7,8,15,2,1,3,0,4,6,3,3,11
"ENSG00000223575",0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000230768",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235202",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272715",1,5,2,0,2,3,1,5,4,1,2,7,0
"ENSG00000235038",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000143093",995,848,1311,1297,771,1320,1301,1016,1520,1174,1246,1437,1387
"ENSG00000226415",52,28,48,38,68,58,69,54,61,88,33,73,43
"ENSG00000085491",154,169,588,552,158,661,438,771,500,372,435,342,498
"ENSG00000173947",38,66,32,27,116,149,69,126,167,133,107,131,143
"ENSG00000230434",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230718",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134198",61,141,282,150,136,199,95,137,127,173,121,247,170
"ENSG00000235595",0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSG00000226053",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226128",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198799",533,676,748,929,428,1219,1099,737,808,544,1322,799,809
"ENSG00000279513",0,0,1,0,0,1,0,1,0,0,1,0,0
"ENSG00000117620",232,257,420,451,246,619,536,590,632,316,666,467,476
"ENSG00000280186",4,8,4,4,6,3,1,4,10,3,13,9,18
"ENSG00000223906",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162688",240,210,429,417,245,530,398,359,409,340,546,361,353
"ENSG00000197106",163,271,174,138,376,704,369,595,638,517,465,391,677
"ENSG00000259946",0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000236137",7,19,9,9,16,17,14,11,24,4,15,10,14
"ENSG00000203859",1,1,3,0,3,4,6,2,0,0,2,0,0
"ENSG00000228086",0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213421",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234020",0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000236804",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231072",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273406",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000185946",89,94,213,178,77,268,222,121,167,71,250,103,148
"ENSG00000162627",830,795,1067,912,650,587,418,733,795,698,834,741,873
"ENSG00000226715",0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000162695",554,497,1156,949,259,668,571,405,512,372,519,352,405
"ENSG00000265808",792,692,1490,1310,424,1127,883,985,866,763,859,670,663
"ENSG00000261290",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225923",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134247",6313,3905,7595,7314,2221,3279,2756,2979,2620,3251,2857,3747,4356
"ENSG00000187481",0,0,0,0,0,7,3,26,2,4,0,3,0
"ENSG00000116752",468,602,634,658,529,1000,826,700,809,428,813,679,594
"ENSG00000162664",323,432,602,481,170,870,644,391,492,179,843,342,410
"ENSG00000236866",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134253",122,242,206,209,110,446,222,145,280,115,326,147,183
"ENSG00000223416",2,2,1,2,2,1,4,5,1,7,0,1,0
"ENSG00000179571",0,2,1,3,0,0,0,0,0,0,3,0,1
"ENSG00000227850",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000235777",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173218",531,528,774,784,822,1125,910,1554,1222,997,1227,1424,1519
"ENSG00000285532",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226755",0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000232650",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000183508",143,323,133,124,154,225,252,280,229,163,96,192,144
"ENSG00000277095",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234283",1,0,0,0,3,0,1,0,0,3,0,0,0
"ENSG00000232780",1,0,2,0,1,4,1,0,1,2,1,0,0
"ENSG00000274927",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264145",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238256",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198765",0,0,0,0,8,2,2,4,5,7,2,0,0
"ENSG00000224335",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277702",27,41,28,20,7,11,3,8,19,21,4,38,10
"ENSG00000143398",1217,1029,2016,1908,914,2088,1765,1783,1655,1318,1927,1615,1706
"ENSG00000196505",131,145,319,242,116,366,309,243,307,186,265,214,134
"ENSG00000223489",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287015",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000235526",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228347",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236012",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270911",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000134200",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000065183",486,402,709,807,374,963,794,815,783,372,647,449,519
"ENSG00000227082",29,16,50,40,8,15,18,6,16,27,12,23,17
"ENSG00000226126",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163393",142,146,183,208,118,339,350,204,342,137,391,218,310
"ENSG00000163156",639,936,532,517,635,721,718,445,603,659,629,798,497
"ENSG00000143631",26993,16674,44696,69220,31990,62556,104999,105293,186382,47642,45544,46617,96685
"ENSG00000156150",69,2,18,22,10,3,8,4,7,0,0,32,12
"ENSG00000228453",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274642",0,0,0,0,0,0,0,0,0,0,3,0,7
"ENSG00000177551",23,28,22,29,13,79,56,32,45,24,29,30,36
"ENSG00000197323",573,449,713,845,427,1130,1118,959,903,749,1005,747,804
"ENSG00000237975",75,72,193,141,56,71,148,21,73,60,112,23,21
"ENSG00000261168",12,19,13,11,7,11,2,4,17,1,5,3,7
"ENSG00000287980",0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000229283",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271419",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226172",2,4,0,0,3,1,0,1,0,1,0,5,0
"ENSG00000079335",81,66,130,165,100,324,174,296,211,128,213,174,121
"ENSG00000143119",450,675,843,607,390,452,334,229,343,484,341,378,244
"ENSG00000237278",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233432",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227700",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229911",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000143520",13183,15966,17582,29650,23163,65647,85820,60383,86053,20443,44526,32334,53660
"ENSG00000171943",129,140,182,214,91,368,299,201,317,114,358,151,219
"ENSG00000270719",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155761",19,49,31,26,32,91,34,6,7,29,63,5,1
"ENSG00000230806",0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000116830",185,271,280,341,154,584,349,252,385,124,474,188,256
"ENSG00000234422",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227056",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227091",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000214204",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000081026",102,129,242,189,136,249,155,196,218,172,268,159,207
"ENSG00000225650",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224965",4,1,5,3,1,2,3,1,3,3,1,0,0
"ENSG00000228127",0,0,0,0,0,0,0,0,1,0,1,0,0
"ENSG00000226984",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186150",19,6,8,8,12,10,13,8,4,6,4,10,0
"ENSG00000143458",382,591,635,773,438,1165,906,826,862,551,1307,810,922
"ENSG00000230932",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000073754",3,9,10,10,1,2,5,0,9,5,9,2,0
"ENSG00000228826",0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000233907",0,0,0,0,0,2,0,0,0,0,1,0,0
"ENSG00000225036",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228420",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000233839",0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250890",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230921",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286151",0,0,0,0,1,1,0,3,0,0,0,0,0
"ENSG00000234388",0,0,0,0,0,0,0,0,0,0,0,0,0
